,CAGR(%),Sharpe,MDD(%),單利MDD(%),IC,ICIR,樣本勝率(%),周勝率(%),月勝率(%),年勝率(%),盈虧比,總賺賠比,預期報酬(bps),樣本數
XGBoost_score,46.43,5.11,-2.56,-2.03,0.1014,0.5844,62.5,76.9,95.71,100.0,1.41,2.36,15.15,1416
