feature,mean_shap,mean_abs_shap
cs_zscore_turnover,9.665068860699076e-05,0.0006378169446662215
Margin_Maintenance_Ratio,4.319806814011611e-05,0.00048671961773210547
ts_std_close_10,-0.00016569739050322892,0.0003589065066176101
ts_mean_close_5,6.211551908285252e-05,0.00018820214031258813
