,CAGR(%),Sharpe,MDD(%),單利MDD(%),IC,ICIR,樣本勝率(%),周勝率(%),月勝率(%),年勝率(%),盈虧比,總賺賠比,預期報酬(bps),樣本數
XGBoost_score,49.78,5.44,-3.17,-1.73,0.1082,0.619,62.78,78.22,97.14,100.0,1.47,2.49,16.05,1416
