feature,mean_shap,mean_abs_shap
cs_zscore_turnover,9.746202556180096e-05,0.0006409695468109839
Margin_Maintenance_Ratio,-0.00011953392733861608,0.00039160240599613814
ts_std_close_10,-0.00017485046824086833,0.0003678266855100189
ts_mean_close_5,5.563867106988048e-05,0.00016933069238718768
