,CAGR(%),Sharpe,MDD(%),單利MDD(%),IC,ICIR,樣本勝率(%),周勝率(%),月勝率(%),年勝率(%),盈虧比,總賺賠比,預期報酬(bps),樣本數
XGBoost_score,45.34,4.98,-2.53,-2.1,0.1012,0.5762,62.29,75.91,95.71,100.0,1.39,2.3,14.85,1416
