feature,mean_shap,mean_abs_shap
cs_zscore_turnover,8.796550958220963e-05,0.0006306356277238792
Margin_Maintenance_Ratio,5.125309945960241e-05,0.0004762766830725533
ts_std_close_10,-0.00016847093832051335,0.0003645027484080925
ts_mean_close_5,6.721131709204215e-05,0.00018074480928075725
