,CAGR(%),Sharpe,MDD(%),單利MDD(%),IC,ICIR,樣本勝率(%),周勝率(%),月勝率(%),年勝率(%),盈虧比,總賺賠比,預期報酬(bps),樣本數
XGBoost_score,58.3,6.06,-2.65,-1.63,0.115,0.6788,64.88,81.19,97.14,100.0,1.51,2.79,18.24,1415
