feature,mean_shap,mean_abs_shap
cs_zscore_ts_std_close_10,-3.578383133699162e-05,0.0005875825097663451
Margin_Maintenance_Ratio,0.00010219295431500526,0.0004172818286155046
cs_zscore_turnover,-0.0001098247765269373,0.0004168986527034079
cs_zscore_ts_mean_close_5,-6.131374445394742e-05,0.00040349209870814846
