,CAGR(%),Sharpe,MDD(%),單利MDD(%),IC,ICIR,樣本勝率(%),周勝率(%),月勝率(%),年勝率(%),盈虧比,總賺賠比,預期報酬(bps),樣本數
XGBoost_score,59.49,5.94,-2.68,-1.67,0.1163,0.67,64.45,80.53,97.14,100.0,1.51,2.74,18.54,1415
